name,publisher,url,id,release_date,stable
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2023.12230.exe,2023.12230,2025-04-04 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2023.12370.exe,2023.12370,2025-05-21 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2023.12480.exe,2023.12480,2025-10-22 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2025.31550.exe,2025.31740,2025-11-16 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2025.31760.exe,2025.31760,2025-11-16 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2025.32050.exe,2025.32050,2025-12-10 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2025.32280.exe,2025.32280,2026-01-20 00:00:00,true
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2025.31310.exe,2025.31310,2025-10-08 00:00:00,false
TouchDesigner,Derivative,https://download.derivative.ca/TouchDesigner.2023.30770.exe,2025.30770,2025-08-09 00:00:00,false
